Dataset,Algorithm,Type,Run,Threads,Time,Metric,Best Iteration,Iterations,Eta,Leaves,Depth,Hessian,Subsample,Colsample_bytree,Training RAM 1st,Training RAM 25%,Training RAM 50%,Training RAM 75%,Total RAM,gc RAM
'bosch','xgboost-lossguide','leaves',1,12,1029.061,0.7124592,1995,2000,0.02,7,0,1,1,1,2599890944,2599735296,2603126784,2602717184,2601467904,2594115584
'bosch','xgboost-lossguide','leaves',2,12,830.7756,0.7211853,1462,1500,0.02,15,0,1,1,1,3477553152,3483668480,3478126592,3482980352,3485679616,2630807552
'bosch','xgboost-lossguide','leaves',3,12,808.959,0.7237858,426,1000,0.02,31,0,1,1,1,3585773568,3585982464,3581472768,3584352256,3587235840,2704781312
'bosch','xgboost-lossguide','leaves',4,12,1142.328,0.7261027,405,1000,0.02,63,0,1,1,1,3801964544,3807850496,3807993856,3808833536,3794415616,2854551552
'bosch','xgboost-lossguide','leaves',5,12,962.0874,0.7284439,404,500,0.02,127,0,1,1,1,4237045760,4238401536,4238131200,4238942208,4232531968,3141312512
'bosch','xgboost-lossguide','leaves',6,12,1223.958,0.7287067,316,400,0.02,255,0,1,1,1,5092372480,5092409344,5093134336,5093978112,5089931264,3717931008
'bosch','xgboost-lossguide','leaves',7,12,2341.243,0.7275439,343,400,0.02,511,0,1,1,1,6418837504,6808375296,6812700672,6813220864,6832828416,4881346560
'bosch','xgboost-lossguide','leaves',8,12,4005.771,0.7272748,330,400,0.02,1023,0,1,1,1,7580844032,1.03E+10,10267287552,10268803072,10300596224,7199825920
'bosch','xgboost-lossguide','leaves',9,12,6434.953,0.7149108,400,400,0.02,2047,0,1,1,1,9900548096,17150611456,17158180864,17163632640,17236467712,11830267904
'bosch','xgboost-lossguide','leaves',10,12,7619.574,0.7101236,400,400,0.02,4095,0,1,1,1,14529892352,22670159872,27589750784,27611877376,27679772672,17665900544
'bosch','xgboost-lossguide','depth',1,12,1047.759,0.7145333,1920,2000,0.02,7,3,1,1,1,2604339200,2603831296,2606796800,2606186496,2604724224,2597359616
'bosch','xgboost-lossguide','depth',2,12,842.8548,0.7198081,1425,1500,0.02,15,4,1,1,1,3477774336,3483746304,3478253568,3482836992,3485220864,2630471680
'bosch','xgboost-lossguide','depth',3,12,699.0541,0.7214592,977,1000,0.02,31,5,1,1,1,3571994624,3591368704,3590631424,3593379840,3594170368,2702098432
'bosch','xgboost-lossguide','depth',4,12,844.809,0.7223834,723,1000,0.02,63,6,1,1,1,3702894592,3793416192,3793588224,3792920576,3801464832,2840281088
'bosch','xgboost-lossguide','depth',5,12,607.7416,0.7191517,399,500,0.02,127,7,1,1,1,3889696768,3984306176,4131041280,4127432704,4133478400,3041984512
'bosch','xgboost-lossguide','depth',6,12,646.0006,0.7250211,328,400,0.02,255,8,1,1,1,4152229888,4344418304,4528013312,4558336000,4558073856,3271127040
'bosch','xgboost-lossguide','depth',7,12,799.6081,0.7248398,391,400,0.02,511,9,1,1,1,4430102528,4747051008,5045321728,5045534720,5035208704,3533381632
'bosch','xgboost-lossguide','depth',8,12,952.8082,0.7228884,308,400,0.02,1023,10,1,1,1,4772724736,5237518336,5739466752,5740785664,5732315136,3969847296
'bosch','xgboost-lossguide','depth',9,12,1148.369,0.7272562,343,400,0.02,2047,11,1,1,1,5311262720,5835300864,6424268800,6561021952,6565167104,4352163840
'bosch','xgboost-lossguide','depth',10,12,1263.58,0.7256541,338,400,0.02,4095,12,1,1,1,5779156992,6447476736,7257649152,7278784512,7281471488,4703715328
'bosch','xgboost-lossguide','hessian',1,12,984.2926,0.7228884,308,400,0.02,1023,10,1,1,1,2992861184,3456921600,3961864192,3964268544,3976245248,3965923328
'bosch','xgboost-lossguide','hessian',2,12,662.8901,0.7250595,325,400,0.02,1023,10,5,1,1,4995698688,5254127616,5633273856,5677846528,5681246208,3472818176
'bosch','xgboost-lossguide','hessian',3,12,539.1072,0.7181565,308,400,0.02,1023,10,25,1,1,4412608512,4588544000,4828487680,4855291904,4849438720,3130490880
'bosch','xgboost-lossguide','hessian',4,12,408.0794,0.7036303,282,400,0.02,1023,10,125,1,1,4010110976,4176396288,4290752512,4290883584,4295974912,2911481856
'bosch','xgboost-lossguide','sampling',1,12,853.3949,0.7234308,684,1000,0.04,63,6,1,1,1,2751684608,2845773824,2846601216,2848092160,2843176960,2843176960
'bosch','xgboost-lossguide','sampling',2,12,773.5519,0.7216269,445,1000,0.04,63,6,1,0.8,1,3801178112,3931402240,3929935872,3930140672,3911823360,2833510400
'bosch','xgboost-lossguide','sampling',3,12,738.925,0.7219472,552,1000,0.04,63,6,1,0.6,1,3772829696,3898929152,3908911104,3913732096,3922448384,2846150656
'bosch','xgboost-lossguide','sampling',4,12,656.6505,0.7132093,234,1000,0.04,63,6,1,0.4,1,3762905088,3889934336,3889221632,3904126976,3890176000,2811064320
'bosch','xgboost-depthwise','depth',1,12,1049.863,0.7134534,1999,2000,0.02,7,3,1,1,1,2595270656,2599149568,2602606592,2602323968,2601017344,2593660928
'bosch','xgboost-depthwise','depth',2,12,811.3281,0.7199073,1402,1500,0.02,15,4,1,1,1,3478409216,3484377088,3478683648,3483402240,3485278208,2631020544
'bosch','xgboost-depthwise','depth',3,12,693.3928,0.7198976,955,1000,0.02,31,5,1,1,1,3572674560,3592187904,3591454720,3587497984,3593932800,2703339520
'bosch','xgboost-depthwise','depth',4,12,832.1386,0.7223834,723,1000,0.02,63,6,1,1,1,3703255040,3797782528,3794259968,3799666688,3797315584,2842398720
'bosch','xgboost-depthwise','depth',5,12,596.9411,0.7191517,399,500,0.02,127,7,1,1,1,3889094656,3983523840,4130414592,4127588352,4133629952,3040968704
'bosch','xgboost-depthwise','depth',6,12,626.4181,0.7250211,328,400,0.02,255,8,1,1,1,4151513088,4343709696,4527169536,4557139968,4556906496,3270348800
'bosch','xgboost-depthwise','depth',7,12,790.7819,0.7248398,391,400,0.02,511,9,1,1,1,4429783040,4746690560,5044396032,5045506048,5035225088,3532701696
'bosch','xgboost-depthwise','depth',8,12,896.0611,0.7228884,308,400,0.02,1023,10,1,1,1,4772659200,5237362688,5739347968,5741228032,5732409344,3983400960
'bosch','xgboost-depthwise','depth',9,12,1134.21,0.7272562,343,400,0.02,2047,11,1,1,1,5311098880,5835202560,6424248320,6560849920,6564909056,4353282048
'bosch','xgboost-depthwise','depth',10,12,1288.129,0.7256541,338,400,0.02,4095,12,1,1,1,5779312640,6447931392,7257657344,7277895680,7280930816,4685713408
'bosch','xgboost-depthwise','hessian',1,12,981.4041,0.7228884,308,400,0.02,1023,10,1,1,1,2995953664,3458883584,3962396672,3964870656,3976785920,3966464000
'bosch','xgboost-depthwise','hessian',2,12,705.195,0.7250595,325,400,0.02,1023,10,5,1,1,4996308992,5254922240,5633884160,5678481408,5681983488,3473248256
'bosch','xgboost-depthwise','hessian',3,12,541.7393,0.7181565,308,400,0.02,1023,10,25,1,1,4412284928,4588474368,4828725248,4855713792,4849803264,3130806272
'bosch','xgboost-depthwise','hessian',4,12,423.4324,0.7036303,282,400,0.02,1023,10,125,1,1,4010070016,4176347136,4290703360,4291223552,4296327168,2911223808
'bosch','xgboost-depthwise','sampling',1,12,845.9987,0.7234308,684,1000,0.04,63,6,1,1,1,2755854336,2849509376,2850254848,2851434496,2845589504,2845597696
'bosch','xgboost-depthwise','sampling',2,12,811.3383,0.7216269,445,1000,0.04,63,6,1,0.8,1,3801186304,3932160000,3931217920,3931492352,3913236480,2833158144
'bosch','xgboost-depthwise','sampling',3,12,752.0461,0.7219472,552,1000,0.04,63,6,1,0.6,1,3771731968,3898290176,3908411392,3913396224,3922243584,2845036544
'bosch','xgboost-depthwise','sampling',4,12,665.3176,0.7132093,234,1000,0.04,63,6,1,0.4,1,3763335168,3890348032,3889905664,3904831488,3890958336,2812719104
'bosch','xgboost-lossguide','leaves',1,6,1200.59,0.7124592,1995,2000,0.02,7,0,1,1,1,2585722880,2585530368,2588987392,2588704768,2587500544,2580135936
'bosch','xgboost-lossguide','leaves',2,6,981.4053,0.7211853,1462,1500,0.02,15,0,1,1,1,3443245056,3449868288,3444490240,3449597952,3452510208,2616754176
'bosch','xgboost-lossguide','leaves',3,6,856.5242,0.7237858,426,1000,0.02,31,0,1,1,1,3552452608,3552980992,3548319744,3551330304,3554738176,2689892352
'bosch','xgboost-lossguide','leaves',4,6,1181.563,0.7261027,405,1000,0.02,63,0,1,1,1,3768311808,3774521344,3775094784,3777241088,3763937280,2840145920
'bosch','xgboost-lossguide','leaves',5,6,884.5235,0.7284439,404,500,0.02,127,0,1,1,1,4202332160,4204195840,4204781568,4206632960,4201500672,3124453376
'bosch','xgboost-lossguide','leaves',6,6,1107.757,0.7287067,316,400,0.02,255,0,1,1,1,5063282688,5063299072,5065936896,5067087872,5062897664,3702693888
'bosch','xgboost-lossguide','leaves',7,6,1859.418,0.7275439,343,400,0.02,511,0,1,1,1,6385041408,6776889344,6784368640,6785089536,6804717568,4865314816
'bosch','xgboost-lossguide','leaves',8,6,3088.865,0.7272748,330,400,0.02,1023,0,1,1,1,7553097728,10234548224,10241953792,10243436544,10272026624,7185858560
'bosch','xgboost-lossguide','leaves',9,6,4988.764,0.7149108,400,400,0.02,2047,0,1,1,1,9872642048,17124720640,17132126208,17134432256,17207472128,11815403520
'bosch','xgboost-lossguide','leaves',10,6,5939.749,0.7101236,400,400,0.02,4095,0,1,1,1,14502174720,22643376128,27560579072,27582750720,27650461696,17652125696
'bosch','xgboost-lossguide','depth',1,6,1215.27,0.7145333,1920,2000,0.02,7,3,1,1,1,2585706496,2585522176,2588946432,2588663808,2587488256,2580123648
'bosch','xgboost-lossguide','depth',2,6,972.7696,0.7198081,1425,1500,0.02,15,4,1,1,1,3443351552,3449929728,3444510720,3449430016,3451957248,2616258560
'bosch','xgboost-lossguide','depth',3,6,768.4309,0.7214592,977,1000,0.02,31,5,1,1,1,3539120128,3558899712,3557945344,3560693760,3561615360,2688610304
'bosch','xgboost-lossguide','depth',4,6,871.795,0.7223834,723,1000,0.02,63,6,1,1,1,3668332544,3759382528,3759853568,3760230400,3769163776,2825928704
'bosch','xgboost-lossguide','depth',5,6,593.8957,0.7191517,399,500,0.02,127,7,1,1,1,3854848000,3950170112,4097552384,4094664704,4101246976,3026784256
'bosch','xgboost-lossguide','depth',6,6,604.7745,0.7250211,328,400,0.02,255,8,1,1,1,4118392832,4311625728,4496084992,4527058944,4527284224,3253907456
'bosch','xgboost-lossguide','depth',7,6,717.4374,0.7248398,391,400,0.02,511,9,1,1,1,4400209920,4717248512,5015851008,5017694208,5007564800,3525222400
'bosch','xgboost-lossguide','depth',8,6,834.5709,0.7228884,308,400,0.02,1023,10,1,1,1,4743835648,5208608768,5711429632,5713424384,5704544256,3962032128
'bosch','xgboost-lossguide','depth',9,6,979.5248,0.7272562,343,400,0.02,2047,11,1,1,1,5282045952,5806120960,6395944960,6533660672,6537711616,4346277888
'bosch','xgboost-lossguide','depth',10,6,1061.096,0.7256541,338,400,0.02,4095,12,1,1,1,5744168960,6412976128,7224958976,7246635008,7249629184,4677906432
'bosch','xgboost-lossguide','hessian',1,6,855.5578,0.7228884,308,400,0.02,1023,10,1,1,1,2977415168,3441405952,3946561536,3949346816,3961286656,3950964736
'bosch','xgboost-lossguide','hessian',2,6,667.1568,0.7250595,325,400,0.02,1023,10,5,1,1,4961669120,5220966400,5601058816,5647233024,5651300352,3458342912
'bosch','xgboost-lossguide','hessian',3,6,557.0081,0.7181565,308,400,0.02,1023,10,25,1,1,4379430912,4555599872,4796116992,4823670784,4818132992,3115905024
'bosch','xgboost-lossguide','hessian',4,6,486.8153,0.7036303,282,400,0.02,1023,10,125,1,1,3976507392,4142993408,4257738752,4258263040,4263342080,2896351232
'bosch','xgboost-lossguide','sampling',1,6,888.3799,0.7234308,684,1000,0.04,63,6,1,1,1,2736758784,2830815232,2831671296,2833182720,2828509184,2828509184
'bosch','xgboost-lossguide','sampling',2,6,829.3067,0.7216269,445,1000,0.04,63,6,1,0.8,1,3772952576,3898290176,3897675776,3898806272,3880828928,2818719744
'bosch','xgboost-lossguide','sampling',3,6,745.3992,0.7219472,552,1000,0.04,63,6,1,0.6,1,3743428608,3868938240,3878723584,3884101632,3892813824,2830589952
'bosch','xgboost-lossguide','sampling',4,6,680.3358,0.7132093,234,1000,0.04,63,6,1,0.4,1,3734736896,3861749760,3861012480,3875475456,3861860352,2797670400
'bosch','xgboost-depthwise','depth',1,6,1222.314,0.7134534,1999,2000,0.02,7,3,1,1,1,2581409792,2585268224,2588704768,2588356608,2587176960,2579812352
'bosch','xgboost-depthwise','depth',2,6,930.9401,0.7199073,1402,1500,0.02,15,4,1,1,1,3444158464,3450691584,3445305344,3450286080,3452686336,2616672256
'bosch','xgboost-depthwise','depth',3,6,763.5226,0.7198976,955,1000,0.02,31,5,1,1,1,3539312640,3559096320,3558150144,3554340864,3561037824,2688135168
'bosch','xgboost-depthwise','depth',4,6,865.9623,0.7223834,723,1000,0.02,63,6,1,1,1,3668725760,3764084736,3760861184,3766988800,3765121024,2826141696
'bosch','xgboost-depthwise','depth',5,6,591.4664,0.7191517,399,500,0.02,127,7,1,1,1,3860520960,3954855936,4101750784,4098785280,4104830976,3025833984
'bosch','xgboost-depthwise','depth',6,6,590.1139,0.7250211,328,400,0.02,255,8,1,1,1,4123922432,4316119040,4499877888,4530601984,4531023872,3255369728
'bosch','xgboost-depthwise','depth',7,6,696.1782,0.7248398,391,400,0.02,511,9,1,1,1,4400656384,4717760512,5016231936,5018071040,5007994880,3525652480
'bosch','xgboost-depthwise','depth',8,6,810.0955,0.7228884,308,400,0.02,1023,10,1,1,1,4743487488,5208190976,5711290368,5713309696,5704687616,3961430016
'bosch','xgboost-depthwise','depth',9,6,941.427,0.7272562,343,400,0.02,2047,11,1,1,1,5283151872,5807181824,6397038592,6534602752,6538731520,4347559936
'bosch','xgboost-depthwise','depth',10,6,1036.292,0.7256541,338,400,0.02,4095,12,1,1,1,5749653504,6417924096,7228813312,7250460672,7253340160,4671594496
'bosch','xgboost-depthwise','hessian',1,6,876.7323,0.7228884,308,400,0.02,1023,10,1,1,1,2976952320,3441115136,3946270720,3949056000,3961016320,3950694400
'bosch','xgboost-depthwise','hessian',2,6,664.824,0.7250595,325,400,0.02,1023,10,5,1,1,4960882688,5220036608,5600157696,5646565376,5650317312,3456897024
'bosch','xgboost-depthwise','hessian',3,6,562.2296,0.7181565,308,400,0.02,1023,10,25,1,1,4378992640,4555268096,4795658240,4823515136,4817674240,3115859968
'bosch','xgboost-depthwise','hessian',4,6,465.9062,0.7036303,282,400,0.02,1023,10,125,1,1,3975634944,4142075904,4256919552,4257492992,4262547456,2896756736
'bosch','xgboost-depthwise','sampling',1,6,879.6112,0.7234308,684,1000,0.04,63,6,1,1,1,2736742400,2830864384,2831650816,2833182720,2828525568,2828525568
'bosch','xgboost-depthwise','sampling',2,6,837.4702,0.7216269,445,1000,0.04,63,6,1,0.8,1,3772547072,3898105856,3897552896,3898544128,3880955904,2818863104
'bosch','xgboost-depthwise','sampling',3,6,757.6526,0.7219472,552,1000,0.04,63,6,1,0.6,1,3743547392,3869171712,3879030784,3883888640,3892817920,2831237120
'bosch','xgboost-depthwise','sampling',4,6,684.8847,0.7132093,234,1000,0.04,63,6,1,0.4,1,3734454272,3861467136,3860733952,3874934784,3861184512,2798161920
'bosch','xgboost-lossguide','leaves',1,1,2973.331,0.7124592,1995,2000,0.02,7,0,1,1,1,2574483456,2574102528,2577563648,2577293312,2575310848,2567946240
'bosch','xgboost-lossguide','leaves',2,1,2465.408,0.7211853,1462,1500,0.02,15,0,1,1,1,3421663232,3427926016,3422597120,3427639296,3430293504,2605355008
'bosch','xgboost-lossguide','leaves',3,1,2026.154,0.7237858,426,1000,0.02,31,0,1,1,1,3530960896,3531218944,3526565888,3529314304,3532722176,2677788672
'bosch','xgboost-lossguide','leaves',4,1,2498.011,0.7261027,405,1000,0.02,63,0,1,1,1,3746320384,3752300544,3752488960,3754631168,3741327360,2828480512
'bosch','xgboost-lossguide','leaves',5,1,1689.339,0.7284439,404,500,0.02,127,0,1,1,1,4180922368,4182544384,4183138304,4184985600,4179857408,3112927232
'bosch','xgboost-lossguide','leaves',6,1,1782.686,0.7287067,316,400,0.02,255,0,1,1,1,5035769856,5037187072,5039726592,5040881664,5036818432,3691290624
'bosch','xgboost-lossguide','leaves',7,1,2606.574,0.7275439,343,400,0.02,511,0,1,1,1,6362980352,6754529280,6762016768,6762737664,6782369792,4854149120
'bosch','xgboost-lossguide','leaves',8,1,3827.178,0.7272748,330,400,0.02,1023,0,1,1,1,7525396480,10208673792,10216067072,10217549824,10249281536,7174045696
'bosch','xgboost-lossguide','leaves',9,1,5343.324,0.7149108,400,400,0.02,2047,0,1,1,1,9844707328,17098043392,17105403904,17110306816,17183289344,11802251264
'bosch','xgboost-lossguide','leaves',10,1,6157.525,0.7101236,400,400,0.02,4095,0,1,1,1,14473633792,22616768512,27535810560,27557937152,27625484288,17688678400
'bosch','xgboost-lossguide','depth',1,1,3032.195,0.7145333,1920,2000,0.02,7,3,1,1,1,2574483456,2574102528,2577563648,2577293312,2575212544,2567847936
'bosch','xgboost-lossguide','depth',2,1,2456.321,0.7198081,1425,1500,0.02,15,4,1,1,1,3421573120,3427831808,3422375936,3427418112,3429687296,2604797952
'bosch','xgboost-lossguide','depth',3,1,1838.225,0.7214592,977,1000,0.02,31,5,1,1,1,3516813312,3536306176,3535491072,3537977344,3538898944,2676342784
'bosch','xgboost-lossguide','depth',4,1,2049.574,0.7223834,723,1000,0.02,63,6,1,1,1,3646935040,3737702400,3738050560,3738312704,3747241984,2814185472
'bosch','xgboost-lossguide','depth',5,1,1262.462,0.7191517,399,500,0.02,127,7,1,1,1,3833274368,3927711744,4075085824,4072460288,4078788608,3014909952
'bosch','xgboost-lossguide','depth',6,1,1142.745,0.7250211,328,400,0.02,255,8,1,1,1,4095578112,4288548864,4472901632,4503879680,4504084480,3247943680
'bosch','xgboost-lossguide','depth',7,1,1304.506,0.7248398,391,400,0.02,511,9,1,1,1,4373352448,4690636800,4990103552,4991963136,4981862400,3510452224
'bosch','xgboost-lossguide','depth',8,1,1399.787,0.7228884,308,400,0.02,1023,10,1,1,1,4715999232,5181345792,5684842496,5686898688,5678276608,3947466752
'bosch','xgboost-lossguide','depth',9,1,1547.661,0.7272562,343,400,0.02,2047,11,1,1,1,5254991872,5779488768,6370377728,6508216320,6512263168,4331966464
'bosch','xgboost-lossguide','depth',10,1,1571.865,0.7256541,338,400,0.02,4095,12,1,1,1,5722374144,6391074816,7202795520,7224229888,7227281408,4658909184
'bosch','xgboost-lossguide','hessian',1,1,1464.992,0.7228884,308,400,0.02,1023,10,1,1,1,2966396928,3430096896,3935350784,3938144256,3949563904,3939241984
'bosch','xgboost-lossguide','hessian',2,1,1276.938,0.7250595,325,400,0.02,1023,10,5,1,1,4939108352,5198057472,5577912320,5624299520,5628088320,3446034432
'bosch','xgboost-lossguide','hessian',3,1,1314.735,0.7181565,308,400,0.02,1023,10,25,1,1,4356194304,4532117504,4772380672,4800200704,4794335232,3103657984
'bosch','xgboost-lossguide','hessian',4,1,1225.067,0.7036303,282,400,0.02,1023,10,125,1,1,3953811456,4120104960,4234694656,4235333632,4240392192,2884710400
'bosch','xgboost-lossguide','sampling',1,1,2074.708,0.7234308,684,1000,0.04,63,6,1,1,1,2725978112,2819874816,2820628480,2821840896,2816598016,2816598016
'bosch','xgboost-lossguide','sampling',2,1,1872.675,0.7216269,445,1000,0.04,63,6,1,0.8,1,3748233216,3876093952,3875487744,3876618240,3858644992,2806714368
'bosch','xgboost-lossguide','sampling',3,1,1676.358,0.7219472,552,1000,0.04,63,6,1,0.6,1,3718635520,3844939776,3855388672,3860635648,3869347840,2818580480
'bosch','xgboost-lossguide','sampling',4,1,1470.373,0.7132093,234,1000,0.04,63,6,1,0.4,1,3710570496,3836006400,3835789312,3850874880,3837321216,2789834752
'bosch','xgboost-depthwise','depth',1,1,3122.854,0.7134534,1999,2000,0.02,7,3,1,1,1,2570563584,2574102528,2577563648,2577293312,2575204352,2567839744
'bosch','xgboost-depthwise','depth',2,1,2493.647,0.7199073,1402,1500,0.02,15,4,1,1,1,3421564928,3427835904,3422380032,3427422208,3429703680,2604810240
'bosch','xgboost-depthwise','depth',3,1,1888.915,0.7198976,955,1000,0.02,31,5,1,1,1,3516846080,3536338944,3535519744,3531395072,3538305024,2677379072
'bosch','xgboost-depthwise','depth',4,1,2076.365,0.7223834,723,1000,0.02,63,6,1,1,1,3647057920,3742203904,3738767360,3744935936,3742842880,2814427136
'bosch','xgboost-depthwise','depth',5,1,1268.389,0.7191517,399,500,0.02,127,7,1,1,1,3833331712,3928027136,4075143168,4072370176,4078694400,3014430720
'bosch','xgboost-depthwise','depth',6,1,1167.853,0.7250211,328,400,0.02,255,8,1,1,1,4095827968,4288794624,4473143296,4504125440,4504330240,3243569152
'bosch','xgboost-depthwise','depth',7,1,1296.961,0.7248398,391,400,0.02,511,9,1,1,1,4373372928,4690661376,4990152704,4.99E+09,4981886976,3510419456
'bosch','xgboost-depthwise','depth',8,1,1413.869,0.7228884,308,400,0.02,1023,10,1,1,1,4716077056,5181399040,5684903936,5686992896,5678370816,3947806720
'bosch','xgboost-depthwise','depth',9,1,1572.458,0.7272562,343,400,0.02,2047,11,1,1,1,5254971392,5779464192,6370336768,6508118016,6512164864,4331610112
'bosch','xgboost-depthwise','depth',10,1,1684.075,0.7256541,338,400,0.02,4095,12,1,1,1,5722451968,6391181312,7203057664,7224643584,7227703296,4667736064
'bosch','xgboost-depthwise','hessian',1,1,1431.996,0.7228884,308,400,0.02,1023,10,1,1,1,2966396928,3430100992,3935346688,3938140160,3949572096,3939250176
'bosch','xgboost-depthwise','hessian',2,1,1262.019,0.7250595,325,400,0.02,1023,10,5,1,1,4939104256,5198082048,5578039296,5624438784,5628260352,3446476800
'bosch','xgboost-depthwise','hessian',3,1,1203.238,0.7181565,308,400,0.02,1023,10,25,1,1,4356526080,4532449280,4772589568,4800393216,4794499072,3104489472
'bosch','xgboost-depthwise','hessian',4,1,1088.091,0.7036303,282,400,0.02,1023,10,125,1,1,3954089984,4120408064,4234903552,4235509760,4240568320,2885128192
'bosch','xgboost-depthwise','sampling',1,1,1802.396,0.7234308,684,1000,0.04,63,6,1,1,1,2725974016,2819870720,2820624384,2821836800,2816593920,2816593920
'bosch','xgboost-depthwise','sampling',2,1,1756.381,0.7216269,445,1000,0.04,63,6,1,0.8,1,3748216832,3876106240,3875500032,3876630528,3858636800,2806706176
'bosch','xgboost-depthwise','sampling',3,1,1521.706,0.7219472,552,1000,0.04,63,6,1,0.6,1,3718623232,3844927488,3855376384,3860623360,3869335552,2818568192
'bosch','xgboost-depthwise','sampling',4,1,1346.273,0.7132093,234,1000,0.04,63,6,1,0.4,1,3710562304,3835994112,3835777024,3850862592,3837308928,2789822464
'higgs','xgboost-lossguide','leaves',1,12,689.6932,0.8200457,500,500,0.25,7,0,1,1,1,3903193088,3934449664,3939209216,3975356416,3976613888,3896033280
'higgs','xgboost-lossguide','leaves',2,12,741.6073,0.8290801,500,500,0.25,15,0,1,1,1,5333446656,5377294336,5377327104,5377523712,5363081216,3898580992
'higgs','xgboost-lossguide','leaves',3,12,820.9078,0.8355284,499,500,0.25,31,0,1,1,1,5339312128,5379293184,5383434240,5379788800,5381545984,3905044480
'higgs','xgboost-lossguide','leaves',4,12,915.5436,0.8401812,500,500,0.25,63,0,1,1,1,5321195520,5357469696,5378166784,5382725632,5382696960,3913682944
'higgs','xgboost-lossguide','leaves',5,12,1070.922,0.8454194,499,500,0.25,127,0,1,1,1,5372813312,5383184384,5414326272,5379391488,5415694336,3934334976
'higgs','xgboost-lossguide','leaves',6,12,1225.698,0.8476093,500,500,0.25,255,0,1,1,1,5416198144,5421924352,5424271360,5426651136,5442867200,3973402624
'higgs','xgboost-lossguide','leaves',7,12,1559.224,0.8489392,500,500,0.25,511,0,1,1,1,5476859904,5549256704,5551763456,5558292480,5560479744,4049862656
'higgs','xgboost-lossguide','leaves',8,12,2115.421,0.8494539,463,500,0.25,1023,0,1,1,1,5685579776,5724422144,5744881664,5754105856,5790158848,4204711936
'higgs','xgboost-lossguide','leaves',9,12,3180.273,0.8490512,497,500,0.25,2047,0,1,1,1,6037323776,6115319808,6117773312,6152273920,6184742912,4515782656
'higgs','xgboost-lossguide','leaves',10,12,5253.754,0.8485596,496,500,0.25,4095,0,1,1,1,6722838528,6787833856,6860759040,6945468416,7079157760,5136248832
'higgs','xgboost-lossguide','depth',1,12,746.3222,0.8167468,500,500,0.25,7,3,1,1,1,3903205376,3934318592,3939217408,3975380992,3976634368,3896053760
'higgs','xgboost-lossguide','depth',2,12,841.828,0.8263696,500,500,0.25,15,4,1,1,1,5331693568,5375213568,5375852544,5376081920,5361680384,3899047936
'higgs','xgboost-lossguide','depth',3,12,996.1454,0.8332625,500,500,0.25,31,5,1,1,1,5339004928,5378809856,5383200768,5379387392,5381210112,3904708608
'higgs','xgboost-lossguide','depth',4,12,1132.32,0.8390347,500,500,0.25,63,6,1,1,1,5321322496,5357629440,5378240512,5382799360,5382959104,3913936896
'higgs','xgboost-lossguide','depth',5,12,1378.711,0.8439891,500,500,0.25,127,7,1,1,1,5372829696,5383266304,5414416384,5379481600,5415649280,3934183424
'higgs','xgboost-lossguide','depth',6,12,1621.421,0.8474511,500,500,0.25,255,8,1,1,1,5418283008,5423353856,5425643520,5427621888,5442666496,3972943872
'higgs','xgboost-lossguide','depth',7,12,2069.82,0.8494112,500,500,0.25,511,9,1,1,1,5476425728,5548281856,5550899200,5557317632,5556035584,4045766656
'higgs','xgboost-lossguide','depth',8,12,2475.132,0.8509809,500,500,0.25,1023,10,1,1,1,5650038784,5723111424,5698613248,5706981376,5771333632,4188553216
'higgs','xgboost-lossguide','depth',9,12,3411.875,0.8510479,500,500,0.25,2047,11,1,1,1,6015713280,6074392576,6060380160,6102110208,6152843264,4456669184
'higgs','xgboost-lossguide','depth',10,12,4421.055,0.8511715,496,500,0.25,4095,12,1,1,1,6646288384,6750068736,6777831424,6796988416,6851190784,4948303872
'higgs','xgboost-lossguide','hessian',1,12,2577.706,0.8509809,500,500,0.25,1023,10,1,1,1,4099211264,4140871680,4153368576,4197707776,4239798272,4187742208
'higgs','xgboost-lossguide','hessian',2,12,2288.747,0.8508192,500,500,0.25,1023,10,5,1,1,5811097600,5870215168,5877665792,5904896000,5901971456,4178325504
'higgs','xgboost-lossguide','hessian',3,12,2295.399,0.8511182,500,500,0.25,1023,10,25,1,1,5801750528,5875326976,5864890368,5857914880,5895905280,4165177344
'higgs','xgboost-lossguide','hessian',4,12,2058.678,0.8514437,500,500,0.25,1023,10,125,1,1,5744648192,5828300800,5832384512,5824659456,5811060736,4139159552
'higgs','xgboost-lossguide','sampling',1,12,2382.876,0.8447221,1000,1000,0.25,63,6,1,1,1,3914051584,3951120384,3988418560,3989815296,3961192448,3920662528
'higgs','xgboost-lossguide','sampling',2,12,2357.96,0.8445672,1000,1000,0.25,63,6,1,0.8,1,5347467264,5374349312,5371473920,5376614400,5366157312,3897114624
'higgs','xgboost-lossguide','sampling',3,12,2346.918,0.843732,999,1000,0.25,63,6,1,0.6,1,5306925056,5322924032,5324054528,5329457152,5298696192,3873386496
'higgs','xgboost-lossguide','sampling',4,12,1990.562,0.8424053,1000,1000,0.25,63,6,1,0.4,1,5265735680,5275262976,5276327936,5277716480,5250953216,3849551872
'higgs','xgboost-depthwise','depth',1,12,728.9974,0.8160707,500,500,0.25,7,3,1,1,1,3902709760,3933818880,3938734080,3974893568,3976183808,3895603200
