Dataset,Algorithm,Type,Run,Threads,Time,Metric,Best Iteration,Iterations,Eta,Leaves,Depth,Hessian,Subsample,Colsample_bytree,Training RAM 1st,Training RAM 25%,Training RAM 50%,Training RAM 75%,Total RAM,gc RAM
'higgs','lightgbm-v1','leaves',9,3,1875.774,0.8462378,214,500,0.25,2047,-1,1,1,1,1786441728,1822105600,1843863552,1857458176,1853493248,1212325888
'higgs','lightgbm-v1','leaves',10,3,2169.01,0.8448819,102,500,0.25,4095,-1,1,1,1,2281390080,2333966336,2365550592,2355732480,2381324288,1572438016
'higgs','lightgbm-v1','depth',1,3,684.562,0.8166349,500,500,0.25,7,3,1,1,1,853835776,910270464,854093824,910516224,854339584,829825024
'higgs','lightgbm-v1','depth',2,3,746.305,0.8261937,500,500,0.25,15,4,1,1,1,1257099264,1271443456,1265491968,1307959296,1305972736,833347584
'higgs','lightgbm-v1','depth',3,3,809.4529,0.8332723,500,500,0.25,31,5,1,1,1,1295847424,1277788160,1319403520,1314213888,1238401024,837861376
'higgs','lightgbm-v1','depth',4,3,901.0879,0.8383457,500,500,0.25,63,6,1,1,1,1303793664,1273864192,1286385664,1331036160,1323724800,842645504
'higgs','lightgbm-v1','depth',5,3,926.387,0.8404347,383,500,0.25,127,7,1,1,1,1319387136,1302487040,1339527168,1304756224,1321078784,854286336
'higgs','lightgbm-v1','depth',6,3,1001.441,0.8425494,317,500,0.25,255,8,1,1,1,1350639616,1334910976,1381232640,1354272768,1336377344,877854720
'higgs','lightgbm-v1','depth',7,3,1081.476,0.8442559,268,500,0.25,511,9,1,1,1,1411735552,1444319232,1414512640,1447387136,1403330560,921243648
'higgs','lightgbm-v1','depth',8,3,1101.745,0.8442262,201,500,0.25,1023,10,1,1,1,1533169664,1567776768,1565663232,1527742464,1555542016,1006190592
'higgs','lightgbm-v1','depth',9,3,1240.65,0.8453711,183,500,0.25,2047,11,1,1,1,1772793856,1808289792,1821343744,1817563136,1813581824,1183092736
'higgs','lightgbm-v1','depth',10,3,1366.363,0.8449765,153,500,0.25,4095,12,1,1,1,2254831616,2307657728,2313052160,2297012224,2322604032,1531727872
'higgs','lightgbm-v1','hessian',1,3,1136.201,0.8442262,201,500,0.25,1023,10,1,1,1,1009172480,1074507776,1023950848,1080266752,1023950848,999436288
'higgs','lightgbm-v1','hessian',2,3,1135.907,0.844247,201,500,0.25,1023,10,5,1,1,1580359680,1603301376,1602867200,1645064192,1642913792,1010970624
'higgs','lightgbm-v1','hessian',3,3,1157.109,0.8450092,211,500,0.25,1023,10,25,1,1,1615986688,1606639616,1654775808,1649205248,1573113856,1011748864
'higgs','lightgbm-v1','hessian',4,3,1123.047,0.8445403,206,500,0.25,1023,10,125,1,1,1617862656,1595785216,1613824000,1657651200,1649864704,1009799168
'higgs','lightgbm-v1','sampling',1,3,1567.836,0.8386101,529,1000,0.25,63,6,1,1,1,862490624,863744000,865103872,865234944,865247232,840732672
'higgs','lightgbm-v1','sampling',2,3,1847.662,0.843233,1000,1000,0.25,63,6,1,0.8,1,1355108352,1418584064,1415737344,1397006336,1408131072,923828224
'higgs','lightgbm-v1','sampling',3,3,1792.184,0.8430424,1000,1000,0.25,63,6,1,0.6,1,1472012288,1453240320,1490472960,1503928320,1500880896,925577216
'higgs','lightgbm-v1','sampling',4,3,1617.08,0.8414477,1000,1000,0.25,63,6,1,0.4,1,1605120000,1575481344,1588654080,1589616640,1603088384,1057845248
'higgs','lightgbm-v1','leaves',1,2,859.8916,0.8198481,500,500,0.25,7,-1,1,1,1,853811200,910221312,854020096,910446592,854286336,829771776
'higgs','lightgbm-v1','leaves',2,2,933.8296,0.8287566,500,500,0.25,15,-1,1,1,1,1257033728,1271390208,1265405952,1307869184,1305915392,833290240
'higgs','lightgbm-v1','leaves',3,2,1031.442,0.8352445,500,500,0.25,31,-1,1,1,1,1295818752,1277734912,1319419904,1314078720,1238380544,837840896
'higgs','lightgbm-v1','leaves',4,2,1180.937,0.8404543,500,500,0.25,63,-1,1,1,1,1304023040,1273966592,1286324224,1330978816,1323675648,843337728
'higgs','lightgbm-v1','leaves',5,2,1362.121,0.8437459,500,500,0.25,127,-1,1,1,1,1319321600,1302339584,1339392000,1304629248,1321902080,855478272
'higgs','lightgbm-v1','leaves',6,2,1508.021,0.8460369,496,500,0.25,255,-1,1,1,1,1351622656,1335885824,1382207488,1356128256,1340407808,880394240
'higgs','lightgbm-v1','leaves',7,2,1680.006,0.8465731,446,500,0.25,511,-1,1,1,1,1414479872,1447075840,1417478144,1454120960,1413058560,929415168
'higgs','lightgbm-v1','leaves',8,2,1903.945,0.8466926,374,500,0.25,1023,-1,1,1,1,1539612672,1573920768,1575276544,1546084352,1575800832,1020198912
'higgs','lightgbm-v1','leaves',9,2,2254.175,0.8462378,214,500,0.25,2047,-1,1,1,1,1786216448,1821958144,1843716096,1857294336,1853341696,1210961920
'higgs','lightgbm-v1','leaves',10,2,2532.199,0.8448819,102,500,0.25,4095,-1,1,1,1,2281095168,2333708288,2365341696,2355515392,2381107200,1571389440
'higgs','lightgbm-v1','depth',1,2,845.4958,0.8166349,500,500,0.25,7,3,1,1,1,854110208,910479360,854306816,910725120,854597632,830083072
'higgs','lightgbm-v1','depth',2,2,925.6928,0.8261937,500,500,0.25,15,4,1,1,1,1257095168,1271443456,1265500160,1307881472,1305993216,833368064
'higgs','lightgbm-v1','depth',3,2,1028.865,0.8332723,500,500,0.25,31,5,1,1,1,1295888384,1277804544,1319415808,1314217984,1238388736,837849088
'higgs','lightgbm-v1','depth',4,2,1139.314,0.8383457,500,500,0.25,63,6,1,1,1,1304301568,1274187776,1286303744,1331027968,1323728896,842645504
'higgs','lightgbm-v1','depth',5,2,1173.354,0.8404347,383,500,0.25,127,7,1,1,1,1319362560,1302491136,1339535360,1304563712,1320894464,854134784
'higgs','lightgbm-v1','depth',6,2,1266.551,0.8425494,317,500,0.25,255,8,1,1,1,1350426624,1334718464,1381072896,1354371072,1336471552,878067712
'higgs','lightgbm-v1','depth',7,2,1364.842,0.8442559,268,500,0.25,511,9,1,1,1,1412005888,1444352000,1414488064,1447362560,1403305984,922226688
'higgs','lightgbm-v1','depth',8,2,1391.136,0.8442262,201,500,0.25,1023,10,1,1,1,1532899328,1567522816,1565442048,1527521280,1555320832,1006366720
'higgs','lightgbm-v1','depth',9,2,1540.061,0.8453711,183,500,0.25,2047,11,1,1,1,1772752896,1808240640,1821245440,1817477120,1813495808,1183100928
'higgs','lightgbm-v1','depth',10,2,1648.563,0.8449765,153,500,0.25,4095,12,1,1,1,2254401536,2307416064,2312847360,2296807424,2322411520,1531682816
'higgs','lightgbm-v1','hessian',1,2,1380.138,0.8442262,201,500,0.25,1023,10,1,1,1,1009070080,1074421760,1023811584,1080127488,1023811584,999297024
'higgs','lightgbm-v1','hessian',2,2,1384.124,0.844247,201,500,0.25,1023,10,5,1,1,1580380160,1603313664,1602879488,1645076480,1642926080,1010417664
'higgs','lightgbm-v1','hessian',3,2,1409.709,0.8450092,211,500,0.25,1023,10,25,1,1,1615556608,1606160384,1654325248,1648754688,1572663296,1011544064
'higgs','lightgbm-v1','hessian',4,2,1377.356,0.8445403,206,500,0.25,1023,10,125,1,1,1617940480,1595760640,1613844480,1657671680,1649885184,1010192384
'higgs','lightgbm-v1','sampling',1,2,1858.84,0.8386101,529,1000,0.25,63,6,1,1,1,862461952,863723520,865075200,865206272,865218560,840704000
'higgs','lightgbm-v1','sampling',2,2,2270.136,0.8432158,1000,1000,0.25,63,6,1,0.8,1,1355075584,1418551296,1415708672,1396977664,1408102400,923795456
'higgs','lightgbm-v1','sampling',3,2,2171.948,0.8430181,1000,1000,0.25,63,6,1,0.6,1,1471971328,1453228032,1490432000,1503916032,1500852224,926076928
'higgs','lightgbm-v1','sampling',4,2,1951.803,0.8413542,1000,1000,0.25,63,6,1,0.4,1,1605107712,1575497728,1588641792,1589604352,1603084288,1057808384
'bosch','lightgbm-v2','leaves',1,5,1094.829,0.7042266,1997,2000,0.02,7,-1,1,1,1,655577088,669589504,670916608,668385280,668295168,647299072
'bosch','lightgbm-v2','leaves',2,5,1014.811,0.7144649,1398,1500,0.02,15,-1,1,1,1,1007439872,1012506624,1013075968,1016840192,1014185984,684269568
'bosch','lightgbm-v2','leaves',3,5,883.0209,0.7144212,767,1000,0.02,31,-1,1,1,1,1092259840,1091981312,1092059136,1101238272,1102409728,738865152
'bosch','lightgbm-v2','leaves',4,5,1143.401,0.7151923,428,1000,0.02,63,-1,1,1,1,1260896256,1256501248,1271697408,1265561600,1267662848,859021312
'bosch','lightgbm-v2','leaves',5,5,805.0689,0.7153617,308,500,0.02,127,-1,1,1,1,1601675264,1609486336,1610088448,1611878400,1607036928,1081106432
'bosch','lightgbm-v2','leaves',6,5,886.1275,0.7132352,285,400,0.02,255,-1,1,1,1,2268721152,2271518720,2265530368,2279747584,2283950080,1532551168
'bosch','lightgbm-v2','leaves',7,5,1177.034,0.7126128,245,400,0.02,511,-1,1,1,1,3613175808,3622903808,3618320384,3620171776,3632205824,2430259200
'bosch','lightgbm-v2','leaves',8,5,1512.971,0.7187296,292,400,0.02,1023,-1,1,1,1,6301323264,6312828928,6323752960,6328274944,6338203648,4238241792
'bosch','lightgbm-v2','leaves',9,5,1667.905,0.7108352,166,400,0.02,2047,-1,1,1,1,11678756864,11693555712,11717607424,11722616832,11748528128,7852691456
'bosch','lightgbm-v2','leaves',10,5,1673.699,0.7108352,166,400,0.02,4095,-1,1,1,1,22434553856,22459789312,22495342592,22517903360,22544359424,15039778816
'bosch','lightgbm-v2','depth',1,5,1050.824,0.7046067,1920,2000,0.02,7,3,1,1,1,655560704,669544448,670826496,668299264,668209152,647213056
'bosch','lightgbm-v2','depth',2,5,964.5738,0.7096741,1243,1500,0.02,15,4,1,1,1,1007431680,1012498432,1013067776,1016901632,1014239232,682442752
'bosch','lightgbm-v2','depth',3,5,729.865,0.7141636,987,1000,0.02,31,5,1,1,1,1092534272,1092288512,1092399104,1101578240,1102757888,739975168
'bosch','lightgbm-v2','depth',4,5,820.5931,0.7182878,845,1000,0.02,63,6,1,1,1,1260974080,1256325120,1270734848,1262501888,1264275456,858484736
'bosch','lightgbm-v2','depth',5,5,528.334,0.7123086,490,500,0.02,127,7,1,1,1,1598558208,1606307840,1606946816,1609170944,1604325376,1080258560
'bosch','lightgbm-v2','depth',6,5,510.592,0.7110906,291,400,0.02,255,8,1,1,1,2269372416,2272325632,2266071040,2280931328,2283773952,1531502592
'bosch','lightgbm-v2','depth',7,5,541.5127,0.7135383,312,400,0.02,511,9,1,1,1,3612983296,3622670336,3618549760,3620147200,3632173056,2432405504
'bosch','lightgbm-v2','depth',8,5,607.6138,0.7133917,399,400,0.02,1023,10,1,1,1,6301454336,6314078208,6326751232,6330392576,6339391488,4240416768
'bosch','lightgbm-v2','depth',9,5,678.6149,0.7111611,400,400,0.02,2047,11,1,1,1,11676938240,11691687936,11715325952,11720757248,11746521088,7852281856
'bosch','lightgbm-v2','depth',10,5,748.7397,0.7149693,317,400,0.02,4095,12,1,1,1,22433583104,22458748928,22494334976,22516957184,22544060416,15040262144
'bosch','lightgbm-v2','hessian',1,5,603.9891,0.7133917,399,400,0.02,1023,10,1,1,1,4203139072,4215713792,4218519552,4234973184,4242112512,4221870080
'bosch','lightgbm-v2','hessian',2,5,566.3178,0.7130721,226,400,0.02,1023,10,5,1,1,8099975168,8102694912,8123973632,8119590912,8136409088,4229136384
'bosch','lightgbm-v2','hessian',3,5,514.6949,0.7134738,291,400,0.02,1023,10,25,1,1,8103665664,8118890496,8126308352,8133230592,8135188480,4227764224
'bosch','lightgbm-v2','hessian',4,5,467.0658,0.7048199,400,400,0.02,1023,10,125,1,1,8104206336,8119803904,8116961280,8135802880,8141389824,4236136448
'bosch','lightgbm-v2','sampling',1,5,754.8711,0.7143191,383,1000,0.04,63,6,1,1,1,850882560,863195136,868007936,868585472,873484288,848781312
'bosch','lightgbm-v2','sampling',2,5,772.0109,0.7179852,531,1000,0.04,63,6,1,0.8,1,1383964672,1390014464,1387393024,1394352128,1388048384,863047680
'bosch','lightgbm-v2','sampling',3,5,677.0171,0.7157349,545,1000,0.04,63,6,1,0.6,1,1390477312,1392394240,1396957184,1386385408,1399422976,861786112
'bosch','lightgbm-v2','sampling',4,5,746.5909,0.7083977,711,1000,0.04,63,6,1,0.4,1,1372504064,1401425920,1401077760,1393729536,1396981760,841900032
'bosch','lightgbm-v2','leaves',1,4,1289.96,0.7042266,1997,2000,0.02,7,-1,1,1,1,655503360,669523968,670793728,668278784,668090368,647094272
'bosch','lightgbm-v2','leaves',2,4,1175.111,0.7144649,1398,1500,0.02,15,-1,1,1,1,1007304704,1012494336,1013116928,1016840192,1014480896,682557440
'bosch','lightgbm-v2','leaves',3,4,1013.324,0.7144212,767,1000,0.02,31,-1,1,1,1,1092481024,1091964928,1092141056,1101221888,1102426112,739028992
'bosch','lightgbm-v2','leaves',4,4,1309.343,0.7151923,428,1000,0.02,63,-1,1,1,1,1260527616,1255796736,1270382592,1262407680,1264578560,855531520
'bosch','lightgbm-v2','leaves',5,4,907.3391,0.7153618,308,500,0.02,127,-1,1,1,1,1598902272,1606651904,1607258112,1608818688,1604038656,1075073024
'bosch','lightgbm-v2','leaves',6,4,982.2321,0.7132353,285,400,0.02,255,-1,1,1,1,2268725248,2272223232,2265509888,2280521728,2283126784,1530261504
'bosch','lightgbm-v2','leaves',7,4,1281.748,0.7126128,245,400,0.02,511,-1,1,1,1,3612073984,3622428672,3618308096,3620147200,3631284224,2426134528
'bosch','lightgbm-v2','leaves',8,4,1567.018,0.7187296,292,400,0.02,1023,-1,1,1,1,6300524544,6312206336,6323216384,6327058432,6336716800,4237041664
'bosch','lightgbm-v2','leaves',9,4,1668.611,0.710838,166,400,0.02,2047,-1,1,1,1,11677319168,11691802624,11715588096,11720728576,11746471936,7844175872
'bosch','lightgbm-v2','leaves',10,4,1681.952,0.710838,166,400,0.02,4095,-1,1,1,1,22432989184,22458486784,22497013760,22519508992,22545723392,15040315392
'bosch','lightgbm-v2','depth',1,4,1266.993,0.7046067,1920,2000,0.02,7,3,1,1,1,655527936,669478912,670777344,668168192,668012544,647016448
'bosch','lightgbm-v2','depth',2,4,1108.772,0.7096741,1243,1500,0.02,15,4,1,1,1,1007370240,1012416512,1012981760,1016848384,1014345728,680128512
'bosch','lightgbm-v2','depth',3,4,864.6127,0.7141636,987,1000,0.02,31,5,1,1,1,1092030464,1091584000,1091960832,1101144064,1102057472,738455552
'bosch','lightgbm-v2','depth',4,4,969.6573,0.7182878,845,1000,0.02,63,6,1,1,1,1260474368,1255895040,1270292480,1262059520,1263964160,850280448
'bosch','lightgbm-v2','depth',5,4,623.0963,0.7123086,490,500,0.02,127,7,1,1,1,1598287872,1605988352,1606365184,1608302592,1603465216,1074028544
'bosch','lightgbm-v2','depth',6,4,585.784,0.7110906,291,400,0.02,255,8,1,1,1,2268577792,2271182848,2265088000,2279579648,2281918464,1527439360
'bosch','lightgbm-v2','depth',7,4,633.4361,0.7135383,312,400,0.02,511,9,1,1,1,3611930624,3621412864,3617054720,3618668544,3630690304,2430894080
'bosch','lightgbm-v2','depth',8,4,702.9722,0.7133917,399,400,0.02,1023,10,1,1,1,6300303360,6312116224,6322896896,6327603200,6337662976,4240744448
'bosch','lightgbm-v2','depth',9,4,774.2323,0.7111611,400,400,0.02,2047,11,1,1,1,11678240768,11692994560,11716636672,11722039296,11747823616,7845089280
'bosch','lightgbm-v2','depth',10,4,853.2403,0.7149693,317,400,0.02,4095,12,1,1,1,22433501184,22458572800,22494351360,22516858880,22543179776,15035629568
'bosch','lightgbm-v2','hessian',1,4,679.787,0.7133917,399,400,0.02,1023,10,1,1,1,4202344448,4215971840,4218744832,4234940416,4242079744,4221837312
'bosch','lightgbm-v2','hessian',2,4,655.5775,0.7130725,226,400,0.02,1023,10,5,1,1,8099610624,8102371328,8123613184,8119259136,8136298496,4229963776
'bosch','lightgbm-v2','hessian',3,4,616.4837,0.7134738,291,400,0.02,1023,10,25,1,1,8103366656,8118288384,8125988864,8132861952,8135053312,4229763072
'bosch','lightgbm-v2','hessian',4,4,549.8238,0.7048199,400,400,0.02,1023,10,125,1,1,8103624704,8119218176,8116137984,8135344128,8140726272,4233560064
'bosch','lightgbm-v2','sampling',1,4,883.7028,0.7143191,383,1000,0.04,63,6,1,1,1,850845696,863137792,867106816,865914880,871239680,846536704
'bosch','lightgbm-v2','sampling',2,4,910.3907,0.7171416,506,1000,0.04,63,6,1,0.8,1,1381801984,1387413504,1385115648,1391804416,1385504768,863219712
'bosch','lightgbm-v2','sampling',3,4,790.2893,0.7132256,400,1000,0.04,63,6,1,0.6,1,1390276608,1392721920,1397682176,1387016192,1399771136,858959872
'bosch','lightgbm-v2','sampling',4,4,853.8683,0.7054412,396,1000,0.04,63,6,1,0.4,1,1365282816,1401298944,1400963072,1393606656,1396830208,817680384
'bosch','lightgbm-v2','leaves',1,3,1363.996,0.7042266,1997,2000,0.02,7,-1,1,1,1,655532032,669544448,670773248,668184576,668061696,647065600
'bosch','lightgbm-v2','leaves',2,3,1250.705,0.7144649,1398,1500,0.02,15,-1,1,1,1,1007480832,1012535296,1013272576,1016926208,1014534144,678891520
'bosch','lightgbm-v2','leaves',3,3,1059.567,0.7144212,767,1000,0.02,31,-1,1,1,1,1092231168,1091727360,1092239360,1101418496,1103515648,738553856
'bosch','lightgbm-v2','leaves',4,3,1361.957,0.7151923,428,1000,0.02,63,-1,1,1,1,1261625344,1257074688,1271472128,1263239168,1267769344,856174592
'bosch','lightgbm-v2','leaves',5,3,945.4853,0.7153618,308,500,0.02,127,-1,1,1,1,1600782336,1608581120,1608851456,1611055104,1605951488,1076051968
'bosch','lightgbm-v2','leaves',6,3,995.7196,0.7132354,285,400,0.02,255,-1,1,1,1,2268626944,2272088064,2265702400,2280714240,2283585536,1529421824
'bosch','lightgbm-v2','leaves',7,3,1282.506,0.7126128,245,400,0.02,511,-1,1,1,1,3611623424,3621605376,3617218560,3619057664,3631067136,2426392576
'bosch','lightgbm-v2','leaves',8,3,1524.628,0.7187296,292,400,0.02,1023,-1,1,1,1,6300295168,6312595456,6323736576,6327382016,6336917504,4232265728
'bosch','lightgbm-v2','leaves',9,3,1617.891,0.7108307,166,400,0.02,2047,-1,1,1,1,11676639232,11690901504,11714834432,11719970816,11745751040,7841832960
'bosch','lightgbm-v2','leaves',10,3,1621.347,0.7108307,166,400,0.02,4095,-1,1,1,1,22432800768,22458208256,22493687808,22516236288,22542544896,15038251008
'bosch','lightgbm-v2','depth',1,3,1369.515,0.7046067,1920,2000,0.02,7,3,1,1,1,655368192,669396992,670769152,668164096,667951104,646955008
'bosch','lightgbm-v2','depth',2,3,1182.515,0.7096741,1243,1500,0.02,15,4,1,1,1,1007382528,1012465664,1013391360,1016885248,1014525952,680509440
'bosch','lightgbm-v2','depth',3,3,928.919,0.7141636,987,1000,0.02,31,5,1,1,1,1092595712,1091989504,1092333568,1101348864,1103179776,737271808
'bosch','lightgbm-v2','depth',4,3,1039.006,0.7182878,845,1000,0.02,63,6,1,1,1,1261019136,1256517632,1271046144,1262813184,1266421760,855150592
'bosch','lightgbm-v2','depth',5,3,651.6137,0.7123086,490,500,0.02,127,7,1,1,1,1599832064,1607630848,1608167424,1609969664,1605001216,1075740672
'bosch','lightgbm-v2','depth',6,3,608.2666,0.7110907,291,400,0.02,255,8,1,1,1,2268319744,2271121408,2264866816,2279628800,2281971712,1526386688
'bosch','lightgbm-v2','depth',7,3,645.1137,0.7135383,312,400,0.02,511,9,1,1,1,3611525120,3621576704,3616935936,3618779136,3630784512,2430640128
'bosch','lightgbm-v2','depth',8,3,711.6979,0.7133917,399,400,0.02,1023,10,1,1,1,6299668480,6311948288,6323257344,6326648832,6335942656,4232318976
'bosch','lightgbm-v2','depth',9,3,785.1393,0.7111611,400,400,0.02,2047,11,1,1,1,11676037120,11691114496,11714969600,11720462336,11746263040,7842996224
'bosch','lightgbm-v2','depth',10,3,850.5959,0.7149693,317,400,0.02,4095,12,1,1,1,22432940032,22458241024,22493831168,22516379648,22542659584,15037759488
'bosch','lightgbm-v2','hessian',1,3,725.9772,0.7133917,399,400,0.02,1023,10,1,1,1,4202262528,4215037952,4217987072,4234219520,4241895424,4221652992
'bosch','lightgbm-v2','hessian',2,3,691.7122,0.7130722,226,400,0.02,1023,10,5,1,1,8099684352,8102182912,8123432960,8119279616,8136097792,4229263360
'bosch','lightgbm-v2','hessian',3,3,634.4526,0.7134738,291,400,0.02,1023,10,25,1,1,8103137280,8118120448,8125804544,8132685824,8134594560,4227608576
'bosch','lightgbm-v2','hessian',4,3,582.2801,0.7048199,400,400,0.02,1023,10,125,1,1,8103178240,8118767616,8115953664,8134819840,8140406784,4231348224
'bosch','lightgbm-v2','sampling',1,3,957.0313,0.7143191,383,1000,0.04,63,6,1,1,1,850796544,863100928,867082240,865431552,870330368,845627392
'bosch','lightgbm-v2','sampling',2,3,1001.083,0.7131883,768,1000,0.04,63,6,1,0.8,1,1381613568,1387200512,1384685568,1391779840,1385218048,860028928
'bosch','lightgbm-v2','sampling',3,3,860.0873,0.7150236,344,1000,0.04,63,6,1,0.6,1,1390694400,1392803840,1397301248,1386369024,1399128064,860581888
'bosch','lightgbm-v2','sampling',4,3,978.6762,0.7094009,372,1000,0.04,63,6,1,0.4,1,1358729216,1400946688,1400700928,1393364992,1396592640,824299520
'bosch','lightgbm-v2','leaves',1,2,1589.662,0.7042266,1997,2000,0.02,7,-1,1,1,1,655261696,669298688,670547968,668078080,667848704,646852608
'bosch','lightgbm-v2','leaves',2,2,1452.339,0.7144649,1398,1500,0.02,15,-1,1,1,1,1007046656,1012269056,1012846592,1016471552,1014206464,679084032
'bosch','lightgbm-v2','leaves',3,2,1281.403,0.7144212,767,1000,0.02,31,-1,1,1,1,1092145152,1091747840,1092194304,1101111296,1102159872,744263680
'bosch','lightgbm-v2','leaves',4,2,1594.299,0.7151923,428,1000,0.02,63,-1,1,1,1,1260711936,1256202240,1270472704,1262428160,1264197632,852512768
'bosch','lightgbm-v2','leaves',5,2,1068.903,0.7153619,308,500,0.02,127,-1,1,1,1,1598353408,1606057984,1606529024,1608323072,1603756032,1074077696
'bosch','lightgbm-v2','leaves',6,2,1088.102,0.7132355,285,400,0.02,255,-1,1,1,1,2268229632,2271215616,2265088000,2279833600,2282172416,1535660032
'bosch','lightgbm-v2','leaves',7,2,1374.351,0.7126128,245,400,0.02,511,-1,1,1,1,3611582464,3621130240,3616743424,3618320384,3630325760,2425720832
'bosch','lightgbm-v2','leaves',8,2,1615.465,0.7187296,292,400,0.02,1023,-1,1,1,1,6299738112,6311944192,6322659328,6326472704,6335885312,4238970880
'bosch','lightgbm-v2','leaves',9,2,1675.223,0.7108146,166,400,0.02,2047,-1,1,1,1,11676446720,11691261952,11714797568,11719712768,11745091584,7841853440
'bosch','lightgbm-v2','leaves',10,2,1682.159,0.7108146,166,400,0.02,4095,-1,1,1,1,22432296960,22457270272,22492852224,22515466240,22541733888,15036887040
'bosch','lightgbm-v2','depth',1,2,1533.369,0.7046067,1920,2000,0.02,7,3,1,1,1,655360000,669413376,670679040,668168192,667885568,646889472
'bosch','lightgbm-v2','depth',2,2,1340.717,0.7096741,1243,1500,0.02,15,4,1,1,1,1007079424,1012436992,1012830208,1016397824,1014206464,681119744
'bosch','lightgbm-v2','depth',3,2,1062.014,0.7141636,987,1000,0.02,31,5,1,1,1,1092100096,1091698688,1091981312,1101099008,1102077952,734961664
'bosch','lightgbm-v2','depth',4,2,1182.724,0.7182878,845,1000,0.02,63,6,1,1,1,1260261376,1255747584,1270145024,1262043136,1263947776,854142976
'bosch','lightgbm-v2','depth',5,2,730.2514,0.7123086,490,500,0.02,127,7,1,1,1,1598255104,1606352896,1606557696,1608351744,1603784704,1076645888
'bosch','lightgbm-v2','depth',6,2,684.7491,0.7110906,291,400,0.02,255,8,1,1,1,2268680192,2272014336,2265497600,2280247296,2282590208,1525288960
'bosch','lightgbm-v2','depth',7,2,710.0718,0.7135383,312,400,0.02,511,9,1,1,1,3611709440,3622080512,3617693696,3619270656,3631300608,2429136896
'bosch','lightgbm-v2','depth',8,2,774.0145,0.7133917,399,400,0.02,1023,10,1,1,1,6300381184,6313877504,6324658176,6328303616,6337826816,4234272768
'bosch','lightgbm-v2','depth',9,2,843.0924,0.7111611,400,400,0.02,2047,11,1,1,1,11677134848,11691671552,11715309568,11722637312,11748458496,7844921344
'bosch','lightgbm-v2','depth',10,2,913.2856,0.7149693,317,400,0.02,4095,12,1,1,1,22435008512,22459973632,22495531008,22518091776,22544289792,15035064320
'bosch','lightgbm-v2','hessian',1,2,811.7417,0.7133917,399,400,0.02,1023,10,1,1,1,4201979904,4215197696,4217561088,4233912320,4241698816,4221456384
'bosch','lightgbm-v2','hessian',2,2,747.1044,0.7130717,226,400,0.02,1023,10,5,1,1,8099516416,8102121472,8123506688,8119259136,8135933952,4226916352
'bosch','lightgbm-v2','hessian',3,2,701.3226,0.7134738,291,400,0.02,1023,10,25,1,1,8102686720,8117264384,8124665856,8131821568,8133734400,4227629056
'bosch','lightgbm-v2','hessian',4,2,644.2863,0.7048199,400,400,0.02,1023,10,125,1,1,8103112704,8118198272,8116035584,8135307264,8140488704,4232351744
'bosch','lightgbm-v2','sampling',1,2,1099.439,0.7143191,383,1000,0.04,63,6,1,1,1,850587648,862916608,866836480,865292288,870449152,845746176
'bosch','lightgbm-v2','sampling',2,2,1134.133,0.7208675,654,1000,0.04,63,6,1,0.8,1,1381044224,1386962944,1384116224,1391476736,1385046016,858144768
'bosch','lightgbm-v2','sampling',3,2,1004.873,0.7135796,502,1000,0.04,63,6,1,0.6,1,1390120960,1392037888,1396867072,1385996288,1399021568,866291712
'bosch','lightgbm-v2','sampling',4,2,1289.313,0.7098278,349,1000,0.04,63,6,1,0.4,1,1354690560,1401200640,1400885248,1393618944,1396846592,818782208
'higgs','lightgbm-v2','leaves',1,5,656.3803,0.8198481,500,500,0.25,7,-1,1,1,1,827187200,883560448,827273216,883585024,827269120,802754560
'higgs','lightgbm-v2','leaves',2,5,702.0237,0.8287566,500,500,0.25,15,-1,1,1,1,1229496320,1243725824,1237766144,1280245760,1278275584,805650432
'higgs','lightgbm-v2','leaves',3,5,763.5348,0.8352445,500,500,0.25,31,-1,1,1,1,1267941376,1249816576,1291689984,1286463488,1210699776,807419904
'higgs','lightgbm-v2','leaves',4,5,858.4765,0.8404543,500,500,0.25,63,-1,1,1,1,1275453440,1245712384,1258405888,1302888448,1295773696,813944832
'higgs','lightgbm-v2','leaves',5,5,983.2323,0.8437459,500,500,0.25,127,-1,1,1,1,1291165696,1313984512,1275150336,1276403712,1285402624,826986496
'higgs','lightgbm-v2','leaves',6,5,1163.088,0.8460369,496,500,0.25,255,-1,1,1,1,1322352640,1342328832,1308545024,1310736384,1324875776,850714624
'higgs','lightgbm-v2','leaves',7,5,1400.736,0.8465731,446,500,0.25,511,-1,1,1,1,1383723008,1409662976,1374375936,1378897920,1389613056,896942080
'higgs','lightgbm-v2','leaves',8,5,1732.293,0.8466926,374,500,0.25,1023,-1,1,1,1,1504866304,1531285504,1503989760,1512890368,1526493184,983711744
'higgs','lightgbm-v2','leaves',9,5,2400.572,0.8462378,214,500,0.25,2047,-1,1,1,1,1744572416,1783578624,1761406976,1778446336,1786253312,1166192640
'higgs','lightgbm-v2','leaves',10,5,2996.359,0.8448819,102,500,0.25,4095,-1,1,1,1,2225307648,2277056512,2276118528,2282070016,2294079488,1490587648
'higgs','lightgbm-v2','depth',1,5,665.6356,0.8166349,500,500,0.25,7,3,1,1,1,826318848,882741248,826527744,882978816,826802176,802287616
