Dataset,Algorithm,Type,Run,Threads,Time,Metric,Best Iteration,Iterations,Eta,Leaves,Depth,Hessian,Subsample,Colsample_bytree
'higgs','xgboost-depthwise','depth',9,10,771.308771240234,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,10,850.173094970703,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,10,555.574459716797,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,10,538.705680175781,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,10,547.204313964844,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,10,508.445083740234,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,10,518.756232177734,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,10,724.574993164062,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,10,644.969923095703,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,10,573.998741455078,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,5,1324.729347900391,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,5,1107.986309814453,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,5,868.702970947266,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,5,549.765714111328,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,5,554.495465087891,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,5,560.983110107422,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,5,589.457495117187,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,5,638.656776123047,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,5,684.085136230469,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,5,789.000562255859,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,5,1645.426843017578,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,5,1619.455485839844,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,5,1380.157992431641,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,5,855.028665771484,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,5,861.108076904297,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,5,903.471822021484,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,5,867.200583740234,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,5,946.003240966797,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,5,897.340691162109,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,5,818.718084228516,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,5,659.391877929688,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,5,653.875757080078,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,5,636.408764892578,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,5,600.668106689453,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,5,627.938728027344,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,5,843.671203125000,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,5,752.981906005859,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,5,647.111875000000,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,5,1584.724317138672,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,5,1524.891286132812,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,5,1277.431818847656,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,5,774.348115966797,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,5,752.936133056641,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,5,769.331780273438,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,5,801.096245849609,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,5,797.224411865234,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,5,791.088727050781,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,5,750.413181152344,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,5,727.670603027344,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,5,763.125046875000,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,5,752.176234130859,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,5,722.828014892578,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,5,724.226229736328,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,5,946.269930908203,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,5,843.223517822266,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,5,703.023670898437,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,4,1536.240625000000,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,4,1349.615711914063,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,4,1065.345483642578,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,4,689.899310058594,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,4,666.984913818359,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,4,698.741734863281,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,4,754.856192138672,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,4,758.185590087891,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,4,809.619282958984,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,4,984.924394287109,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,4,1739.904979980469,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,4,1676.602406982422,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,4,1392.132496826172,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,4,872.887438964844,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,4,834.221344970703,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,4,872.293665039062,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,4,894.140143310547,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,4,902.031204101562,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,4,863.763091064453,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,4,817.808757080078,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,4,735.201921875000,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,4,719.545060058594,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,4,695.561330322266,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,4,675.915641113281,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,4,765.185612792969,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,4,1068.216168945313,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,4,952.122374023437,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,4,759.848898925781,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,4,1957.371327148438,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,4,1860.031324951172,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,4,1596.520036132812,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,4,976.939375732422,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,4,923.843045166016,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,4,979.058627197266,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,4,1042.246874023438,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,4,1027.135546386719,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,4,962.719916992187,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,4,973.699322998047,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,4,831.330560302734,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,4,770.733131835937,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,4,800.676257812500,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,4,789.612447021484,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,4,791.559978027344,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,4,1006.175522949219,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,4,886.522460205078,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,4,775.027354980469,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,3,1818.698127197266,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,3,1553.032538085937,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,3,1188.026816894531,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,3,777.508668212891,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,3,766.826180908203,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,3,797.128791992188,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,3,853.830660888672,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,3,897.887456054688,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,3,909.234927734375,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,3,1049.846812255859,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,3,2232.931243896484,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,3,2170.260065917969,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,3,1782.891893066406,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,3,1150.779308105469,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,3,1093.813051025391,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,3,1147.798059082031,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,3,1128.095051757813,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,3,1145.699931152344,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,3,1140.845239501953,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,3,1078.305574951172,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,3,833.220056884766,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,3,840.478906738281,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,3,819.065583251953,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,3,791.994895019531,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,3,806.815056884766,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,3,1041.429957519531,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,3,929.794472167969,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,3,790.908136962891,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,3,2302.847491210937,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,3,2246.632479003906,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,3,1814.647467041016,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,3,1139.112988037109,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,3,1096.549877685547,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,3,1132.711161865234,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,3,1166.043114990234,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,3,1194.818661865234,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,3,1095.339950927734,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,3,1024.422389892578,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,3,776.923843017578,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,3,776.118188720703,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,3,745.904311035156,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,3,744.783088378906,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,3,831.056833007813,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,3,1050.863612792969,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,3,924.919365966797,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,3,806.001873046875,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,2,2292.629323974609,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,2,2067.073727050781,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,2,1552.970513183594,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,2,1030.500582275391,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,2,1038.173017089844,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,2,988.177423828125,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,2,1102.737555908203,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,2,1058.833178222656,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,2,1185.290028076172,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,2,1225.868674804688,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,2,2735.955581298828,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,2,2752.253729980469,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,2,2161.343588867187,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,2,1405.774272949219,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,2,1406.572323974609,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,2,1421.889244873047,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,2,1476.073736083984,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,2,1509.164356445312,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,2,1378.424233154297,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,2,1313.834758056641,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,2,938.669900146484,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,2,1023.392469970703,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,2,935.687526123047,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,2,986.456130126953,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,2,1072.083116943359,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,2,1522.744281005859,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,2,1275.874298828125,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,2,1098.214933105469,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,2,2751.699347167969,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,2,2574.666782226563,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,2,2102.425572265625,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,2,1258.053062744141,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,2,1233.794866943359,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,2,1262.057443847656,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,2,1215.656876708984,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,2,1285.297603027344,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,2,1175.798125976562,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,2,1084.829981933594,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,2,1168.577583984375,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,2,1149.361877929688,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,2,1057.032407958984,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,2,1167.875531005859,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,2,1063.503154052734,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,2,1402.407437255859,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,2,1225.459312988281,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,2,1124.232395996094,0.835676917075,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-lossguide','leaves',1,1,4031.416850097656,0.832800460780,2000,2000,0.25,7,0,1,1,1
'higgs','xgboost-lossguide','leaves',2,1,3400.557437011719,0.838804835856,1499,1500,0.25,15,0,1,1,1
'higgs','xgboost-lossguide','leaves',3,1,2603.904343994141,0.841702625871,998,1000,0.25,31,0,1,1,1
'higgs','xgboost-lossguide','leaves',4,1,1686.765584960938,0.839532442410,500,500,0.25,63,0,1,1,1
'higgs','xgboost-lossguide','leaves',5,1,1667.418001953125,0.843317644269,398,400,0.25,127,0,1,1,1
'higgs','xgboost-lossguide','leaves',6,1,1656.529892089844,0.844818381326,350,350,0.25,255,0,1,1,1
'higgs','xgboost-lossguide','leaves',7,1,1769.148828125000,0.845949528763,297,300,0.25,511,0,1,1,1
'higgs','xgboost-lossguide','leaves',8,1,1756.971828125000,0.847941032281,250,250,0.25,1023,0,1,1,1
'higgs','xgboost-lossguide','leaves',9,1,1718.082436035156,0.847326972779,195,200,0.25,2047,0,1,1,1
'higgs','xgboost-lossguide','leaves',10,1,1837.911264160156,0.847727381496,115,150,0.25,4095,0,1,1,1
'higgs','xgboost-lossguide','depth',1,1,4220.309377929688,0.827786072589,2000,2000,0.25,7,3,1,1,1
'higgs','xgboost-lossguide','depth',2,1,3910.136937988281,0.835419759430,1499,1500,0.25,15,4,1,1,1
'higgs','xgboost-lossguide','depth',3,1,3211.573067871094,0.839156671717,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-lossguide','depth',4,1,1959.738739990234,0.837815694409,500,500,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','depth',5,1,1904.936172119141,0.841227910659,400,400,0.25,127,7,1,1,1
'higgs','xgboost-lossguide','depth',6,1,1937.051775634766,0.844056640136,350,350,0.25,255,8,1,1,1
'higgs','xgboost-lossguide','depth',7,1,1919.531968017578,0.845706024692,300,300,0.25,511,9,1,1,1
'higgs','xgboost-lossguide','depth',8,1,1881.400571777344,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','depth',9,1,1807.952432861328,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-lossguide','depth',10,1,1540.594423583984,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-lossguide','hessian',1,1,1878.782607177734,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-lossguide','hessian',2,1,1890.841242675781,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-lossguide','hessian',3,1,1898.906850341797,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-lossguide','hessian',4,1,1875.271123046875,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-lossguide','sampling',1,1,1535.827470214844,0.835800907089,400,400,0.25,63,6,1,1,1
'higgs','xgboost-lossguide','sampling',2,1,1940.140552001953,0.836286210115,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-lossguide','sampling',3,1,1747.080664794922,0.836510374684,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-lossguide','sampling',4,1,1511.549321289062,0.835809306680,400,400,0.25,63,6,1,0.4,1
'higgs','xgboost-depthwise','depth',1,1,4339.111816894531,0.827299565408,1999,2000,0.25,7,3,1,1,1
'higgs','xgboost-depthwise','depth',2,1,3901.824385253906,0.834997116585,1500,1500,0.25,15,4,1,1,1
'higgs','xgboost-depthwise','depth',3,1,3207.717478027344,0.839119967871,1000,1000,0.25,31,5,1,1,1
'higgs','xgboost-depthwise','depth',4,1,1965.241254882812,0.838625029200,500,500,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','depth',5,1,1867.173054687500,0.841023485841,400,400,0.25,127,7,1,1,1
'higgs','xgboost-depthwise','depth',6,1,1930.575566650391,0.844026048749,350,350,0.25,255,8,1,1,1
'higgs','xgboost-depthwise','depth',7,1,1937.976837890625,0.845803282552,300,300,0.25,511,9,1,1,1
'higgs','xgboost-depthwise','depth',8,1,1851.568767333984,0.846481645559,249,250,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','depth',9,1,1750.608099853516,0.846737417884,200,200,0.25,2047,11,1,1,1
'higgs','xgboost-depthwise','depth',10,1,1540.809330078125,0.845981019755,150,150,0.25,4095,12,1,1,1
'higgs','xgboost-depthwise','hessian',1,1,1906.151932128906,0.844654078613,200,200,0.25,1023,10,1,1,1
'higgs','xgboost-depthwise','hessian',2,1,1907.298254882812,0.845245222662,200,200,0.25,1023,10,5,1,1
'higgs','xgboost-depthwise','hessian',3,1,1841.254987304688,0.845230152271,200,200,0.25,1023,10,25,1,1
'higgs','xgboost-depthwise','hessian',4,1,1842.420020019531,0.845018092246,200,200,0.25,1023,10,125,1,1
'higgs','xgboost-depthwise','sampling',1,1,1574.033057861328,0.836209025646,400,400,0.25,63,6,1,1,1
'higgs','xgboost-depthwise','sampling',2,1,1954.579951171875,0.836229171462,400,400,0.25,63,6,1,0.8,1
'higgs','xgboost-depthwise','sampling',3,1,1765.413097900391,0.836982562415,400,400,0.25,63,6,1,0.6,1
'higgs','xgboost-depthwise','sampling',4,1,1550.651206787109,0.835676917075,400,400,0.25,63,6,1,0.4,1
'bosch','xgboost-exact','depth',1,40,3288.085633789062,0.709229204389,1984,2000,0.02,7,3,1,1,1
'bosch','xgboost-exact','depth',2,40,2491.964955078125,0.719787795541,561,800,0.02,63,6,1,1,1
'bosch','xgboost-exact','depth',3,40,2075.008623779297,0.726110059472,310,400,0.02,1023,10,1,1,1
'bosch','xgboost-exact','hessian',1,40,1460.639404052734,0.726110059472,310,400,0.02,1023,10,1,1,1
'bosch','xgboost-exact','hessian',2,40,1317.781881835938,0.716849949964,305,400,0.02,1023,10,25,1,1
'bosch','xgboost-exact','sampling',1,40,1565.637495849609,0.721235672934,656,750,0.04,63,6,1,1,1
'bosch','xgboost-exact','sampling',2,40,1295.095041992188,0.721105879974,546,750,0.04,63,6,1,0.6,1
'bosch','xgboost-exact','depth',1,20,3038.946323974609,0.709229204389,1984,2000,0.02,7,3,1,1,1
